,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2015-10-01,240626.8001170065,425759.2205038821,185483.02596475382,279278.203606471,303440.0608167332,171093.51194890207,129330.88911497024,345695.1005107422,208035.30216659475,286198.0547364268,299963.47944296914,166457.23219205366,499707.7151244464,214094.04891523285,520712.99798557925,230373.66344991987,248572.87076516173,156411.4654856919,219577.6306802549,198241.72104312785,168928.83261673836,277089.10578788246,161540.15683269806,155835.9795098179,163782.2442834782,233786.34944698354,151524.9497942226,269965.86540258647,169904.794197602,233909.0480811725,278890.8372205144,188103.73942758027,134950.66612612587,164007.06793947786,127393.60150692413,124380.59747684847,123599.08337491658,107527.87099712931,191048.8521604302,224445.37233259575,239395.00832409807,115424.93136226787,135525.2517807918,127167.00884479684,237708.9729230462,229424.61675083116,120306.96506707912,173942.80238392658,144138.66114241487,134017.90034228552,123962.84301083956
2015-11-01,241418.7940202053,426813.3397247961,187159.13892903898,280830.5004676934,304909.89856879273,172165.514922147,129970.66127708682,347749.1452872811,209776.55207202616,289113.8869401663,302844.63113875105,167364.83385402223,503652.8434976984,215811.90119480516,523750.4098473455,231496.64084853148,250569.8298285131,157325.28769878586,220931.55245560664,199306.3695952367,169733.60817386306,278077.95290335396,161809.83585640986,156697.55520591338,164490.134114282,233828.4287591692,152458.17879202528,273102.22571556526,170098.91799958053,235421.17551314228,279987.34817182046,189100.1718208626,135328.172768526,164669.5235206755,128037.06335629597,124656.74647168764,123831.94169829048,108152.80500645727,191979.56530316532,225118.62590448896,239805.77057826752,115780.9721777067,136114.8796174629,127774.87703326654,238224.07036406628,230261.20211060767,120305.96958985245,174621.3189810654,144791.01778091065,134636.90710098387,124344.17217467312
2015-12-01,242220.08317868106,427774.8162696426,188715.30710343109,282088.54078755353,306173.5492720642,173277.3174215924,130659.75195208547,349895.85970368556,211412.22890423922,292358.42492889747,305655.26111020276,168245.50911648967,506670.92062368797,217327.6122476752,525151.8691760493,232504.0365260652,252620.6975642777,158244.89976674734,222223.6094971384,200569.62487151954,170832.81416283932,279194.9332816142,162168.37393890592,157625.0287624617,165299.24711573936,233823.66052171742,153442.6929402088,276552.11494348786,170271.53520734937,236957.51773527754,280447.56317650876,189892.78293519546,135870.25658018282,165617.83657494208,128677.89147558529,124738.58115739853,124231.5728177482,108427.47966621224,192920.25834171995,226264.81250364237,239992.18523353655,116268.57509150838,136811.72759730855,128460.86990403447,238771.36878423777,230647.89347995145,119955.83637004644,175396.45484439353,145603.6396639704,135504.71089380252,124821.32703035983
2016-01-01,243103.67235081072,430960.1580995808,190149.72539582767,282978.7129953091,307093.88513354096,174467.88380279488,131542.15858309987,352177.15843011346,213420.5911185694,295913.44431315473,308546.6557169887,169091.74170790028,508565.9932004775,218818.83909397313,526806.4138987624,233315.94856783657,254825.99824025776,159262.48110827207,223463.03780849813,202056.06871779705,171677.4696772922,280369.6222058384,162656.0326274217,158577.55085225787,166218.9476944382,233708.69219479812,154462.37258040436,279876.0023645339,170434.3959204644,238510.34910611357,280666.792686938,190404.7282045069,136478.14147246626,166609.16242542394,129373.98619126505,124969.04855186696,124704.63853729615,108646.19331067281,194307.0021282595,226976.35613718166,240262.84560696172,116816.76174165738,137608.84706979987,129050.94903291263,239785.2751515635,231006.09524364283,119891.7338336779,176173.53434881734,146447.49855347665,136486.66353796495,125463.69269281265
2016-02-01,243840.7481808482,436318.8017356308,191509.41464898246,283674.1383779584,307701.8255630136,175709.81335577302,132475.7541103866,354245.66752690607,215311.08267441113,299269.6066677659,311330.51195443474,170004.2653378915,510231.2937693067,220179.46680645566,528985.7312844773,233812.7120394107,256864.3238840568,160262.87596800725,224589.0136365873,203562.04842337043,172390.5004283961,281186.65953304333,163155.64874041214,159439.43993492876,167152.7959786819,233579.54883385808,155459.35988613847,282981.02668062504,170749.8281527094,239731.58423022061,280704.05891807465,190980.47004449484,137157.28044901145,167517.11268371606,130050.50246985441,125454.18440180244,125345.62994198599,108882.28983880312,195910.23358232086,227441.91730704732,240268.38246408492,117413.96642661902,138425.1194672347,129628.35426501148,240908.08279561636,231484.75933979513,120315.61694047936,177035.61157144047,147369.68199847944,137462.14010149086,126269.88311777356
2016-03-01,244170.57807871583,442405.93337420624,192759.27667908344,283988.89312139474,307880.6903828377,176625.6261075662,133123.77015766897,355750.1623974499,216787.25717204917,302024.0283065568,314057.2455734221,170633.86583714362,511360.4256975686,221376.59134812685,531781.722972069,234000.1031728346,258472.08944808497,160973.14908622284,225272.85250921294,204833.06972952248,172413.63614295758,281318.1887561819,163196.87411763868,159965.9941142053,167724.64222643073,232916.51635658008,156142.15771116476,285616.10475496965,171007.59406498013,240601.46625562097,280311.5451399102,191249.0797735872,137504.9505178474,168096.37359686985,130410.08610690944,125656.02236464468,125740.26515428397,108924.66374232805,197445.43781519253,226923.27100828962,240371.43064475848,117688.23066786269,138863.26949558704,129859.79372783803,241695.30423946632,231839.18973267335,121008.97041585874,177482.78004697736,147990.09498882596,137905.06957064406,126767.51402079187
2016-04-01,244196.79127301986,447005.1993575027,194083.1768607524,284551.39941197674,308215.43579546636,177497.01833360785,133785.64763162428,357315.03159930464,217676.6708967722,304432.0634285227,316956.50855872524,171214.27658548733,512394.70881437743,222814.26116602463,533812.3910347543,234376.03088335358,260036.9737695687,161703.4934288692,225706.21797564827,206025.58572838598,172502.0335085261,281273.9756033559,163189.66336557982,160398.16683456473,168189.19672605212,232525.69923516177,156726.25366637434,288322.4812806235,171474.29060414553,241430.3163054081,280458.59466768504,191734.6095021153,137853.63673005137,168725.3779384993,130593.28237253486,125725.84970424675,126211.74617512773,108737.40552201943,198817.45380151246,226328.0741797147,240296.58945328803,117891.72707824444,139133.06782957667,129987.4348308439,242559.36779810282,231906.82753308068,121702.83926379301,177823.48433901463,148485.69669316453,138006.82912643728,127077.14763163029
2016-05-01,244226.64896175452,450056.08826161776,195393.29057512034,285414.40584521904,308797.6371711625,178337.93711046316,134501.00841781954,359054.5963625905,218437.0265650814,306744.0196911257,319810.48032086,171781.20952453217,513079.67982285045,224134.02257186538,535553.650587513,235298.42559308838,261807.6927204025,162412.59807253952,226006.93872721688,206959.03118256168,172560.487403721,281461.5874007463,163387.0164472809,160789.4901434068,168607.43224940627,232791.33586582777,157257.0227220721,291220.3185625642,172167.1965093262,242567.10903001632,280900.60630971595,192457.61675902174,138063.81623332997,169367.3905493474,130769.29073552259,125831.42157869984,126727.10149589232,108516.38703934965,200328.11936778773,225806.95241080833,240585.0227129456,118169.03798047248,139492.77355501844,130097.3803717596,243448.74779183333,231886.2843376842,122268.01866245251,178202.3542717042,148880.51067370994,137874.09169382672,127276.83370394133
2016-06-01,244520.18247673163,452752.0801617359,196793.8155921585,286752.81065669376,309658.5796352422,179340.3123855111,135422.4969812122,360887.762359654,219305.37076102695,309096.21345863485,322495.2167096812,172475.77708400125,513878.30730584514,225602.2215634662,537150.6894697236,236563.7233133009,263840.69502977445,163180.86886068573,226416.57265204156,207848.2231522454,172838.8719851796,282154.0000977158,163890.20555756686,161370.93993581212,169233.49036726827,233803.76727006608,157935.25494165273,294124.41758959164,172913.12045334806,243989.4251681099,281539.96155104734,193648.95305941175,138404.18005384505,170083.17467483957,131110.171091651,126223.76535901667,127408.87136068106,108420.53876906908,201894.3251278341,225693.3133044441,240890.64246026092,118732.91604263657,140070.85911582815,130360.82817027147,244717.25371468198,231964.86229179383,122759.48250408676,178741.27495404313,149388.13094504166,137967.67066272264,127671.70751124417
2016-07-01,244805.39697402142,453738.10609420104,198023.19460578015,287853.1020922248,310296.94667846453,180175.8963225213,135952.51189091508,362233.1747019956,220226.57495671746,311113.20419194706,324722.6596117698,172789.35673238177,514632.6070543837,226604.80003842115,539639.7059929096,237481.43760665366,265640.56382326945,163604.49510688114,226756.24659299743,208400.89711060902,172670.52794206343,282781.71937850164,164283.33628323194,161834.86452531174,169748.4353440341,234620.24307644196,158595.20557321951,296653.49984923593,173266.27584038026,245296.45440702036,281690.6941447509,194576.59940222357,138469.65767449324,170382.31757009347,131276.87226687823,126556.13287685077,127931.78288377645,108227.85725268784,203188.24030640023,225334.14645187565,241008.59179072676,119127.71586918517,140535.39929410754,130470.5404674459,245615.76040596052,231834.6151628946,123061.10542944742,179225.39393842896,149805.15328046447,137985.51272495033,127925.79243041125
2016-08-01,245160.87847308873,453427.7172223716,199296.98302210667,288640.5290601778,310703.50358543673,180988.36554780274,136427.23133583495,363163.53206705116,221099.7832058396,312939.3294648309,326516.7178802325,172991.7204082537,515592.22474929254,227139.69099855787,542508.8028260212,237996.21049580025,267166.09331295104,163961.78027108763,226936.84336592638,209000.2132217854,172611.59935011933,283042.14142177714,164677.87763891672,162405.45638793075,170432.53325310722,235158.33675674422,159442.69637756515,298847.80890445923,173411.332696535,246343.20889789565,281470.42193641514,195337.46500699685,138643.6852779933,170755.2273601093,131610.9849735941,126788.76092834373,128416.33487286519,108066.53880764016,204299.52061879585,224409.7171955545,241017.5015729389,119526.42927962083,140883.1644853181,130568.07797443784,246534.75959927196,231423.83485251505,123298.69925750139,179643.8581292471,150211.1758602486,138145.931408356,128201.63970432739
2016-09-01,245652.874405827,451937.67305397807,200727.85608066586,289246.4876400449,310862.52376180893,181917.32892765687,136912.5457424477,364431.28941629356,222258.29991375937,314807.40342047554,328173.5007407072,173163.97127022163,516499.38257169886,227649.19845380192,545632.5521538765,238450.44671932934,268552.9571072886,164471.75588658778,227089.2305040279,209784.1280504119,172452.87021059167,283375.9167870972,165175.62860126016,163132.4136617702,171278.91001923697,235489.40792152987,160508.90450620474,300836.28205912426,173436.45648089473,247545.23020868213,281709.7114160617,196095.6286542827,138943.89566703583,171342.3291667569,132010.6443092162,126989.86367518343,128961.96979157483,108140.19192848308,205487.03849668425,223367.8303730844,241017.98897638093,119963.27632710159,141268.1445904456,130734.15041006124,247156.48486649434,230813.87475164104,123529.11879488762,180189.9882185357,150707.86477880387,138475.69944649198,128534.92849468983
2016-10-01,246468.1440531687,451598.94920399954,202319.60445072493,290090.22899536666,311132.1859499391,182941.7391037098,137617.01160765524,366298.50821984775,223407.68888113622,317050.82032042433,330122.84258352796,173698.19969023377,518312.09374535223,228311.38329359147,548595.0180788778,239208.34680258087,270004.2378601106,165243.32343483946,227341.98311219364,210819.40681060194,172673.19289698754,284046.6502606399,165809.0461084355,164064.2026893614,172343.5321370203,235938.78682899763,161828.09083708774,303072.4032363987,173830.51786675525,248721.49278017637,282073.83394618286,197076.1041772666,139452.00916615585,172334.3863420818,132604.2130621527,127074.96973580762,129643.02659521146,108260.43770394876,206833.97733599224,222566.69429659843,241418.0984217692,120635.63378552934,141864.6979348578,131104.13697855614,248087.07998236665,230551.09917816982,123930.51402976002,180802.01173930813,151345.52482949593,139073.7298421096,129069.56968597295
2016-11-01,247489.6081409514,452673.92484666075,203776.63445626828,291393.77100843756,311549.2100583992,184094.29875216688,138432.0533806705,368834.508369067,224587.11010447485,319739.37732897257,332671.0563594655,174369.688344779,521479.14787747787,229526.51867312109,551317.5468465897,240396.42132832986,271566.43821722857,166182.69014938347,228099.758406857,212077.47151533983,172603.81272780497,285299.55028701155,166388.73075446588,164984.07482265832,173386.886207418,236734.40524264568,163297.58941443395,305603.47746127006,174327.91298132937,250292.29566888962,282711.3462873435,198309.74086416673,139952.2759586588,173433.3200105686,133077.16412992915,127136.50792338357,130340.57043126172,108375.91506965325,208360.351972018,222205.9771127496,241944.31582066594,121321.91593623844,142670.01050937685,131701.39352281168,248908.510811224,230621.78921262323,124201.79533500562,181456.81018202504,152113.55554546628,139666.57384448743,129647.83087036783
2016-12-01,248578.4371151703,455268.6980612576,204984.99793934636,293193.9196319696,312531.44828057615,185201.80027959475,139366.15185923173,371378.3716025295,225666.60607463052,322909.343072933,335674.37314245786,175319.5650228823,525487.0578908218,230923.62474153002,554049.9182973341,241967.47739866455,273241.42060170945,167185.92147750405,229225.25007848046,213464.40472492462,172578.25213151713,286726.65354211256,167042.8572542563,165747.13935382335,174375.28238832785,237911.18998601683,164755.62624882325,308481.9802054924,174810.17041293517,251908.22783565393,283117.6968886152,199639.0069828198,140457.56819383244,174541.91815782056,133462.12572822408,127158.73480575946,131029.48766245774,108391.74287783321,209947.58469548394,222042.82123064445,242804.1714355842,121903.23196927838,143530.969314849,132340.7499061964,250043.73381406316,231030.72336899248,124288.5662898792,182084.7100397566,152820.1937339732,140115.4855886571,130264.54778088251
2017-01-01,249617.5889308767,460177.3620989481,206043.787725303,294844.150966656,313449.14619839826,186291.4545271581,140381.21860816094,373673.90880491777,226963.64232675903,326303.8132965393,338587.95901076176,176286.8481252863,528406.7194920016,232689.37123953053,556600.0803855947,243581.99763032995,275091.01290575025,168142.91505199458,230342.97317624107,214976.99524267006,172172.37233150305,288106.0458574306,167615.0562538559,166217.01110785606,175242.13705962556,239305.23599248807,165956.0382809871,311189.7245723605,174823.54795816864,253645.3381428168,283328.8847805567,200749.1517349146,140893.34058269887,175543.74477346466,133771.26425756465,127287.50512452121,131562.01549318168,108386.25107958277,211536.58368803072,221828.47444633208,243333.58637993658,122378.39794674712,144376.8073426978,132995.261199348,251236.49087768863,231387.71557904998,124240.59354179272,182665.5952946958,153480.3415223821,140516.504426938,130853.64542898175
