,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2006-01-01,256686.83814993463,478555.63843441947,234754.2672548192,268824.5961121901,354502.2725287012,135856.36506535092,148497.99428026503,369553.3295032484,270466.683026644,282951.83109093056,239487.70250114708,201333.3649205213,389325.3660192107,327570.42360933806,441843.45708401914,258907.57566482175,194082.3502415146,162028.04924920073,171166.9893134456,211969.60464811497,141556.98760808908,320026.52926100494,157199.48210104302,149889.86500010453,156038.72709592214,200762.23784719195,136153.4487251303,239410.45400697985,165431.17485837927,295102.2110973445,223292.82619370686,201112.11080928604,123822.31346466165,174071.48031857246,117270.49899301562,108863.02819249807,115383.83343311535,98419.16548044654,177492.3148617912,,301522.9718615366,106924.5885241129,136531.32507642327,111564.69950574193,256888.23142145915,177201.8538383344,102249.20320638533,135649.81863145958,129478.78464220662,115449.54647426645,130483.21980251792
2006-02-01,258885.22302032844,481784.1412337785,238193.92207326856,270736.98759470886,357230.6705357475,136070.06481855037,148706.04604685912,368941.9078354567,273697.9319704377,286292.3578317538,239888.31228099018,202458.37960388325,392692.7790354308,327845.1972138679,449219.2909804106,259231.89445643304,195445.1691510627,162565.00306462185,172198.55382005475,212454.6006713618,143007.413521409,323122.83898284595,158153.9953380034,151040.41984376896,156744.50968583286,202138.40075763504,136821.6756052985,242555.2631086073,167175.54072374632,295848.4973258833,224419.63496591427,201641.98938534874,124705.12273684517,174530.44842531267,117869.6138646598,109400.65149479902,115358.49092434265,98694.51265933411,179201.23578796015,,302385.0241087777,107212.22766431159,136946.6254550167,112001.6143269108,259194.60416218196,178392.3388421355,102673.85341980196,136165.27651252216,129815.9726010555,115680.21832905013,130661.11839861279
2006-03-01,261096.75628258116,484859.3212960957,241768.50101290885,272315.93162126496,359932.5511005853,136329.7980597774,148823.2853265196,368537.80743845785,277727.65457304986,289731.8373194567,240217.7829873107,203608.62181834402,396108.95147030085,329522.3170929052,455205.4302683251,259243.24200221602,196966.8734229727,163075.84862823624,173325.63093285056,212842.80488543623,144488.09910618822,326317.8721714569,159049.76848467143,152122.5462871016,157502.51907855188,203716.59848204395,137509.53113548437,245609.03187412178,168881.45488354887,296960.896946236,224953.40451600737,201970.11391633793,125679.46812508396,174925.29925211976,118459.8702536032,110199.01075619836,115226.48029528679,98792.55249609558,181134.99273052506,,303702.6641663137,107494.41498757218,137305.478006251,112336.49840245089,261684.26744253107,179578.70965711528,103171.46557257937,136616.86369745433,130275.65740399233,115879.54899174736,130823.3099674349
2006-04-01,263108.1615840841,487620.3547853194,245748.20644651994,273687.3566436235,362870.06255357247,136746.2405246869,148806.35985130604,368230.02376474394,282433.2713145169,293723.78532264923,240495.16674298668,204639.8355913431,399154.7738392825,331834.86985728383,460889.176281343,259501.9019793178,198875.80191396546,163594.6149701028,174800.7868738935,213210.18695411194,145819.55464018323,329989.7166998248,159997.74103365323,153271.53266479142,158311.94948440653,205147.77151207984,138303.26559475853,248971.385972364,170927.67369200263,298749.97215251334,225495.7960338553,201883.41684059438,126713.0721670863,175328.11927854663,119071.02274762827,111184.05418657073,115211.46116163122,98706.86764217417,183807.59571377814,,305230.83596900787,107776.56562478207,137660.4248322813,112692.43532985866,264096.4356811261,180894.27198274096,103671.36398662736,136856.98104567916,130707.16094669797,116088.70698450568,130995.25536302908
2006-05-01,264578.6395558145,490363.97477432544,249564.7730459846,274982.7914347891,365654.1607190569,137315.90256436626,148672.7399436322,367994.17330022255,285547.5149176659,297752.89941291604,241026.86066282928,205683.90392773855,401659.27105741965,334451.94028842566,464470.0745023791,260007.7269055762,200941.1683654169,164089.01918188517,176220.00941830943,213465.5383489723,146849.26393324113,333716.31538127275,161058.55062748797,154380.9413487316,159191.37869125317,206602.02258525943,139095.3077234881,252741.22095381995,172990.6112427566,299841.2070016486,226726.74813642085,201894.53648218466,127735.39842494,175661.67355491244,119652.78798209905,111961.55817413885,115332.47580235975,98947.30527504701,186640.5847337133,,307187.42418066127,108034.29935619557,138002.35650962064,113011.237830104,266284.3594322656,182599.1658482269,104106.3376466057,137179.3187512792,131136.0864822121,116312.5736771777,131170.87958743735
2006-06-01,265600.7741015561,492261.6125525199,252760.11478061648,276320.7213989797,368068.8917471622,137947.36162911492,148450.88437274916,367426.7841013544,287268.3108591915,301555.2527477705,241514.22431649815,206439.37712324577,402887.9364252337,335635.49974919064,467504.3885420067,260401.006253591,203552.09568123508,164625.91648962218,177661.62180094954,213735.02298527746,147728.36314779986,336932.1205310512,162220.15266644128,155608.86170656883,160068.78769896325,207843.10345956008,139909.3043294871,256852.35286561758,175160.19370693338,300235.9127831795,228165.4893564418,201747.19225550498,128714.5170876638,175929.6475344432,120216.24273212726,112726.34164574211,115721.96970282744,99312.45308120594,190147.75467295418,,308349.31848688214,108263.34790392744,138353.49257939798,113317.9146890675,268045.99587570206,184507.5727475481,104501.22469040785,137623.8781366652,131435.00054755245,116551.17076062363,131328.4113103786
2006-07-01,266489.4284640291,492966.2581447758,254952.8013640998,277573.02890178125,369661.9869181584,138577.06212068492,148195.1079497584,365845.94178825105,287611.49238654104,305062.5648713698,241809.66378289787,207014.73240995468,402713.2385523752,335971.4910124253,469783.2711776436,260171.73793235104,206776.92871054655,165191.48033919904,179045.54853772908,213763.34454504863,148455.5973638614,339836.62805485044,163295.4714399167,156876.26990239864,160963.4324508552,209047.7285217901,140729.89980671045,260686.1012928947,177057.26311077105,299630.01593281905,229783.14670641103,201543.59466003385,129625.24818801363,176098.23962263088,120749.42591096197,113265.91624039656,116180.60353753153,99673.82263971776,192760.16181663968,,309157.34713928495,108464.10326001378,138713.12384071466,113635.7572663469,269661.1076433975,186528.97784491905,104893.31548276449,138212.11087028505,131689.09649079046,116839.6473078362,131469.22066602696
2006-08-01,267075.7358618376,492972.484372824,256392.15781687576,278693.3889109623,370379.3203051652,139136.37107012095,147892.14243687523,363831.30062830803,286765.4157003203,308242.21847046766,242078.54348706632,207444.50878528762,402173.4270192844,335666.22429335123,471831.9457131563,259909.89965556082,210362.40606433214,165776.2381725176,180453.98497468312,213634.74966395946,149274.68304361825,342131.6700996978,164165.5805395937,158026.90430203432,161882.08784267743,210254.27078270563,141566.91442359894,264116.0615790724,179004.84504553955,298641.25201003684,231635.26220550793,201533.34831414177,130564.25730752056,176285.20845077347,121249.07418621062,114075.7162534377,116618.9359567203,99967.46279327919,195025.5242246499,,309448.092950304,108658.64170770894,139035.95387892835,114053.47837557866,271103.2731892267,188076.97423938022,105275.69386699105,138591.56987231696,131786.8481802441,117146.9580905212,131560.09772482025
2006-09-01,267162.29009193956,491916.0785322685,256995.22303552317,279417.19814457546,370483.21344450937,139731.16370018013,147557.7758737555,361384.82319147553,284930.74855990947,311047.6330762505,242137.9081215544,207789.3392581422,401462.5829839248,334984.7607851348,473955.9309888119,259488.78781931518,213898.7846245479,166299.03068356702,181630.35648345356,213253.38652747145,149991.3177079639,343626.3406375645,164772.10557363936,159010.04952103208,162770.21064821395,211364.5010775593,142337.87349767514,266299.22192579374,180862.1678346858,297031.1745376741,233692.5703481168,201806.65288184062,131382.7166383729,176562.5466187062,121738.79839226643,114927.8376932161,116961.54303269162,100296.72159717612,196921.68011202765,,309504.4975320729,108924.49915103319,139369.41689983648,114386.39778215595,272348.5612997784,189435.9279557483,105607.84755972169,138954.7768500185,131907.57728075355,117445.20595303744,131591.6328331614
2006-10-01,266869.9727559085,490712.21403244155,256967.96477918458,279948.9698061093,370033.40296144894,140465.9545892103,147177.21193415995,359193.61442376504,283599.3884386183,313447.0578655739,242048.22612060912,208063.0740776329,400307.8267379959,333711.903213622,474786.6937598412,258746.98977948842,217104.33416888214,166760.22186139424,182764.6073004892,212947.887765527,150645.04320678132,344098.8875422979,165244.34030932997,159822.70201349093,163585.13838194025,212490.74482653066,143062.0389167189,267894.596450471,182664.8950049598,295384.388611271,235623.97461743688,202358.45225045015,132110.30741605113,176898.28924003008,122109.89428914984,115979.67432830721,117372.18642314388,100752.15775846178,196888.2911445448,,309194.59707543696,109213.661839183,139733.99078928365,114731.14995214339,273635.6862655552,190831.10101355714,105941.67750113415,139120.42948305336,132063.1376387989,117723.06327804324,131571.8135624616
2006-11-01,266519.19105500396,489428.58771849406,256582.85091705123,280256.4844542594,369276.9110633481,141169.64989410972,146740.98003513587,356895.50597500923,281807.70962678344,315159.9985724872,241720.69658383864,208306.77750135845,398511.45139126346,331872.1418190742,475827.2803051123,257849.67904457406,220087.94236900393,167101.97319657562,183900.2227497508,212624.57691745003,151294.22210073538,344181.48376729025,165621.72964089757,160436.95502236855,164266.31198701938,213658.1291492861,143664.529448322,269123.11900903494,184215.71099937937,293553.9608342384,237132.64174419703,202722.25358586453,132564.0121959377,177168.82458245358,122427.25733661448,116848.79210056498,117694.63318870218,101036.56518232184,197075.34999537622,,308655.7155971862,109507.82321569377,140106.11675123512,114991.55962587113,274156.7864202014,192360.54092518872,106272.55292280788,139422.99004773996,132309.94742778185,117992.29723923106,131490.23302365164
2006-12-01,266292.9830524043,488314.90081286075,255812.5740462975,280583.3102281075,368092.19333740463,141867.69755483008,146210.72911500384,354878.8346958964,279986.6439090639,316369.33754922025,241585.00913172823,208636.5057435754,396835.3776975708,330574.0563357654,476049.0639217233,256798.08982392485,222785.2760258989,167476.22798135452,185143.77917559035,212503.13579098857,151894.61950098732,343953.07240896224,165940.18766666154,160930.25158075878,164877.8868977015,214764.3474292553,144184.2801385353,270341.0826726504,185438.30320670127,292131.02861771575,238641.90175902718,202968.54001421286,132908.17664519034,177343.59187224123,122683.17337509916,117528.68086393777,117989.54773759568,101194.84905421153,197064.78455429443,,308116.2508538246,109712.99869871419,140409.0328084957,115320.61884568779,274387.85852746275,193755.27461016862,106600.83096989023,139820.22407238605,132505.48504582606,118281.18999232505,131355.83730545148
2007-01-01,266037.5194617552,487395.6950963433,254838.02723551457,280855.9878239713,366859.3930602305,142236.15937425522,145598.84693333515,353393.851351598,278063.620045104,317278.6147184239,241539.45022738076,209143.82773799702,396230.94558651606,329217.5677812886,476443.10087929264,255879.11722464193,225472.9310827319,167820.23158355223,186098.15945638285,212499.0034781292,152460.17683817216,343753.5896886975,166262.3516922014,161357.57345555208,165496.30559083613,215880.6852048512,144557.6508592356,271299.43982218014,186330.80391499205,290582.4984042196,239866.21362337805,203170.47359813828,133104.76177702352,177601.87449935576,122920.03844836807,118029.9467158226,118092.81960938487,101212.86115983181,198357.67130633385,,307930.23118027335,109878.43598926153,140624.84355699865,115588.59118668968,273771.74677857547,194859.9505898167,106881.40197057549,140490.89571593303,132669.17569754482,118538.69020026228,131210.31934130605
2007-02-01,265935.63891351176,486317.3852052115,253784.60234518154,281078.2348823333,365960.8044918499,142381.19317246645,144984.5690673621,352355.5925505909,276704.6945683795,318434.2176006768,241422.36949010476,209652.66384313276,397163.6820485659,328293.93378644955,476480.34555492393,254885.55012344787,228101.22027256,168197.4609898977,186749.57114646828,212581.62954518537,153010.6892363699,343477.4394429454,166647.38471714908,161761.41502658508,166084.83791608174,216890.83139699217,144941.03135137202,272174.81281205284,187035.61289951263,289466.9668405677,240706.43459364222,203183.92181775425,133546.74243920983,177832.8460614862,123144.14107805643,118370.21306436585,118169.4575397338,101353.64601137869,198705.1279269722,,307953.2287095543,110034.65037651385,140796.01490474577,115826.09356157866,273461.54802954436,195711.49090847452,107088.67923352518,140977.89325898225,132776.51072970568,118790.71906674239,131117.34854866975
2007-03-01,265869.63339221285,484774.71284875827,252574.1854289445,281372.86538173707,365721.16230491205,142363.0483113129,144334.65218137405,351731.4680511087,275983.6346766892,320198.1043181577,241356.51758362562,210059.17584471917,398412.74411101127,327152.7661147249,476938.03145360394,254348.511473707,230778.4819261542,168559.2816478299,187235.07122086184,212490.34142909746,153628.6401279658,343521.3661097188,167130.51666406845,162138.3634867679,166744.2929730266,217508.26823597087,145394.89012358527,273221.5063039717,187532.74431489749,288584.8308713639,241063.32691156818,202996.72700262975,134086.43129859774,178100.18677036432,123316.26428350067,118594.07021757367,118163.79904379684,101583.05136761306,198711.79047656656,,308004.3376338437,110144.39644498944,140944.9749965991,116090.92795707627,273375.9482336661,196626.65887517657,107252.90002663399,141224.40463633763,132945.29379597012,119026.68845540652,130989.35845926891
2007-04-01,266023.51874308015,482797.0751616123,251176.43336910848,281493.3444097245,365870.1948262088,142583.59134609532,143690.35945800508,351087.2881913264,275722.9192891602,322431.47523716255,241494.66014151336,210248.77842604474,399455.074464316,325494.0333443835,477390.860220937,253739.79936454003,233300.62831764994,168940.18975125262,187948.01784119988,212204.92513839234,154265.2146667256,343654.33575869043,167576.45509932007,162396.66185587365,167424.4008212326,217850.60761299825,145930.71339734437,274683.51645054185,188298.10249648508,287732.73560486623,241545.07937787846,202690.96768516384,134779.25557865968,178264.6428880704,123513.10310178711,118798.6632238863,118234.54576630525,101854.57858258928,198945.18784953316,,307811.56687091175,110160.1528360012,141043.1571763061,116452.3676584676,273911.9169421978,197693.92364224824,107426.94545132545,141301.44908729338,133065.10859221633,119276.6516703251,130845.9285624179
2007-05-01,265838.96097065415,479712.35925533227,249356.37425308503,281724.2624300393,365807.6542340315,142986.9396067708,142919.89971452206,350348.75763422856,275392.5985898249,324419.5961244625,241905.84740054116,210269.52283626652,399940.98108248896,323443.6296698706,477586.0816536667,253291.8736845601,235776.52340346854,169265.765149635,188606.93257849247,211717.02646233185,154694.2465242955,343716.22069693677,168005.21676128628,162646.91688836177,168159.657582626,218105.45015739315,146462.96803579704,276192.51028608193,189062.98513428008,286964.6809862336,242342.12052954422,202300.96451204154,135198.60603548115,178343.49328189736,123612.10631993494,119178.45455510473,118213.50244894931,102088.78418539971,199515.02428348744,,307458.1423155251,110157.27529519366,141090.32128164495,116889.38147742239,274686.68073471147,198966.878209098,107658.11623719845,141436.99939853387,133137.2992485256,119408.11277502037,130678.31505436519
2007-06-01,265241.838100275,476159.8787180817,247081.6265688116,281759.56721219915,365042.49973513215,143511.38117536798,142198.302780373,349313.0848239751,274462.6832613181,325699.0650822132,242331.81120916028,210147.67960311717,400043.52801268623,320631.8257527757,477556.69106117653,252576.39705385457,238489.45914121906,169485.9593672322,189237.5608935794,211082.80406908892,155044.92119863065,343506.9257052021,168331.455890062,162815.24187336114,168871.07936170208,218481.4934221207,146941.25924543192,277234.16318295983,190192.93099652627,285338.1587289499,243168.65371767804,201642.15513209606,135474.45369823495,178340.17242474682,123704.57922778053,119507.02453751808,118179.9436619102,102282.85950806826,199995.60914194293,,306776.1784807357,110175.79786128593,141085.22040441204,117270.97078121942,275671.6253906799,200383.7005629988,107960.49289213521,141820.52666400632,132880.6467726751,119453.0066766191,130526.06670509024
2007-07-01,264116.80330785,471613.3341568654,244341.3239481301,281815.90762791707,363616.8628086878,143979.39181658826,141331.02137691728,347906.98178344866,272899.87669205136,326292.1823601295,242646.01817032704,209870.9685372694,400050.97610521613,317293.05024227547,476707.0079264012,251941.01516514085,241226.13138034288,169589.98923353068,189646.26095559986,210208.0834049317,155316.312577922,343041.743656053,168683.28436895457,162980.47320992989,169484.07664222442,218697.7934608987,147334.86337067618,277780.2848315071,191080.1757502443,284032.86406436755,244019.43241556236,200607.3177610005,135566.99177620956,178150.40812134868,123769.75248867036,119676.38675460796,118059.38457508695,102429.88124022726,200447.2638249298,,305916.27961967356,110249.93533401556,141057.3680088159,117583.93297742329,276215.92854592024,201445.62597430023,108322.37004910888,142168.26618870176,132742.55366568622,119449.77737040368,130322.62405143985
2007-08-01,262865.81737036764,466872.3314807527,241312.69309921458,281893.8142893249,361889.185233316,144476.81652183528,140573.16480574195,346449.45973654446,270755.10796188825,326751.5065299143,242794.13596940468,209519.50902456942,399961.1589008412,313707.3687073434,476076.7243820375,251410.56870338062,243919.30576349376,169628.20182295513,190191.3844410034,209399.20237117776,155701.93926018468,342472.67724471935,168935.79033349108,163117.6217492039,170036.73174660333,218689.7885499534,147640.00499709416,277885.3991504449,191844.85431548397,282565.2392458128,244828.30814700472,200298.325438639,135691.3549613638,178024.2203347569,123935.61524923466,119820.76142977182,118021.53331087348,102583.76345480653,200836.98810999145,,305137.3926779994,110338.71354109142,140995.97217425358,117919.78890446054,276439.7614406053,202210.23534600376,108665.01508114148,142608.67786841208,132655.4939446218,119535.99104791362,130082.32797600154
2007-09-01,261721.5950707975,461544.1591081929,238212.02539314982,281899.7812156884,360197.35094517743,144967.0103586334,139619.5227533939,345017.9667320444,268072.1039788421,326958.49790487764,242604.27964473484,208960.76219672078,399969.96550504287,309703.0790232743,475087.76125316904,250869.9287305867,245953.85463782653,169516.3243999771,190741.4949329004,208596.6858809093,156045.00137513058,341651.11655727285,169062.80773986466,163203.90592758395,170471.43200234557,218835.0907123109,147783.22960992806,277844.17865172046,192090.7568621836,281495.96862106636,245802.933688003,200427.89980356596,135790.84197077886,177930.85979976386,124052.95527002336,120008.31371508626,117974.60192784709,102683.68653060822,201142.84570075443,,304601.037478126,110421.49821322598,140874.68273948287,118176.51144326566,276216.9157281069,202725.4880796259,108935.83378523868,142963.96851768895,132695.47602671263,119646.30778953969,129896.61326968833
2007-10-01,260730.93150302194,455952.69608677685,235040.76045129448,282104.3445429133,358653.8154962968,145418.40500722564,138660.7648677822,343404.7778394963,265366.49377189,326433.0232188759,242150.3338205098,208338.5846575642,400445.97136685153,305820.4015943562,474713.5448127978,250246.44638819038,247518.25311644407,169297.42384000242,191348.0364775695,207883.51589822574,156296.74220217243,340146.82973055384,169146.04066953238,163139.74675270807,170813.24816020718,219254.1787093829,147809.81914742268,277519.96176408493,192165.59217546464,280310.5631623733,246798.11466767325,201005.58726516375,135879.08597669227,177960.81387947398,124154.23306768345,120250.65890215384,118044.03231875574,102777.2502556134,201338.75851497028,,304069.4621267483,110535.81945756888,140689.7867732301,118391.2975917298,276116.29043846927,203308.50142107802,109116.1500138577,143379.8546347513,132400.05080619105,119772.72633221063,129680.70848940195
2007-11-01,259751.52767604662,450332.0640850067,231724.84067451465,282310.35572301317,357101.79832286853,145794.53086198148,137590.12489224842,341744.1249584372,261825.01387407727,325162.83396101167,241399.27787041062,207690.7191109607,400736.47272798995,300345.3322376749,474280.86267286725,249290.91084103283,248836.03167978136,168892.56868780733,192020.58815554832,206912.11209481326,156497.70428840813,337634.91389355715,169252.41066099296,163004.86477893297,171066.42602001934,219882.7678879813,147647.2665588438,276817.575640259,192155.65043770566,279546.24201397423,247643.99466818714,201000.740811604,135866.54686290634,177924.38929446504,124149.21115735966,120378.36362416914,118258.04044189998,102815.86101070563,201512.61710301435,,303137.5412856342,110581.38778152478,140380.17089340865,118414.12472701275,275611.6438606204,203823.80071983056,109282.66655642621,143849.81292193485,132069.70256676435,119889.52029990783,129327.00599948509
2007-12-01,258459.93537007287,444306.86190529633,228361.9432828642,282422.23830043967,355524.9184095699,146141.47952633645,136642.08545377554,340078.8285510758,258298.88192579467,323631.10476646444,240519.67980108885,206922.09539537283,400492.51004047506,294404.9247230014,474001.3026340603,248100.19290391263,250124.1091991364,168475.3155490719,192774.66781395665,205681.90181254945,156584.1389438567,334744.0797015853,169336.097749736,162846.74170780176,171230.0185089758,220506.8820978854,147387.01824156032,275867.32462674635,192240.02454833908,278818.9848844201,248380.74192574373,201100.4278658393,135771.75024775052,177864.9563826335,124144.9384272999,120304.81153552781,118592.93119653278,102901.3963985507,201883.69377874004,,301970.975980496,110585.56321936347,140039.02536068746,118374.24265535742,274546.8633344558,204223.30436997197,109416.6483893834,144414.49165459743,131727.67151156117,120068.2955321183,128880.04500047537
2008-01-01,256964.39886829638,438307.1461515673,224708.4024091967,282491.4278579992,354141.75495510147,146001.2451694952,135673.90808615182,338346.66381965316,254523.67881783843,322110.7977786294,239489.08251882927,206083.31256625385,399868.27217275323,286973.51328273467,473368.61227407557,246745.42226650412,250977.18624922968,167847.4547905276,193472.18194234223,204260.96063829135,156681.020700448,332241.6689925285,169292.4633971144,162797.63543621372,171339.4192391889,221581.54233454182,146954.2747407588,274471.3523118166,192208.4182545884,277771.23391557805,248966.74900458602,201189.4163575331,135565.90606272966,177750.18316189852,124102.19065135285,120270.06652625643,118818.10411949041,103030.93095250458,202279.7380607333,,299971.2347018669,110533.28604482992,139731.9999963141,118288.00212818249,272805.5486544443,204482.59496194706,109465.74721453502,145068.45668045024,131369.61707431424,120299.38624122388,128399.89182025118
2008-02-01,255288.2271337499,431225.617776613,221102.46626950576,282353.1890516184,353037.10579804564,145595.7382489769,134556.23195403337,336382.09232699894,249986.89615383546,320735.75676571764,238552.29223619355,204432.67213814342,398996.87027585047,278876.13499622606,472430.0341382015,245629.5785979343,251113.8668069473,167141.54979461245,193927.17111770003,202621.67469708962,156635.68572714992,330234.93637379055,169261.82248938017,162689.3353999348,171404.93960597893,221986.83658376706,146538.5995647381,273401.3678217418,192060.7424181926,276018.6515054737,249029.44638236528,201297.74277894458,135356.18132854783,177430.77306935866,124114.62000137028,120145.87749379182,118883.7391750202,103229.9439485644,203021.97402497559,,297815.68826898164,110506.82854649857,139588.6119367816,118230.23834936957,271182.7503801346,204715.99218823,109528.97368530046,145608.89249402902,130859.00957320463,120408.73945358618,127937.24454696088
2008-03-01,253316.27003333066,422766.2941269152,217251.35715691387,282195.54816511547,351641.10064475285,144998.66965867233,133203.87017513064,334229.93621506914,245006.42693954599,319354.44182584406,237653.6813642718,203658.92144459917,397871.97330156737,270551.5157568724,472253.69969435316,244406.9237995391,250379.36324382294,166285.1790549621,193709.44410705427,201031.90299792192,156555.977394946,328221.8385651573,169195.3048708503,162430.92433636155,171485.32817006772,222119.15169915304,146187.91967412698,272089.09272321005,191742.80576419597,274150.2423631099,249060.85849720959,201240.67332365678,135114.50805039136,176851.3905177435,124147.56948202026,120063.61009256565,118843.8158115169,103396.44057394988,203260.32318438133,,295299.4904239539,110483.68086829846,139486.52019387283,118282.01265509088,270391.92588702426,204918.9624345618,109425.50687178504,145946.3676359042,130432.67007812217,120349.66921224534,127559.16742896433
2008-04-01,251071.56433099174,412850.23187784775,213501.3199100181,281836.67578237253,349509.6294010018,144685.34671473913,131630.11424387468,332208.2095293139,239208.14203270114,317472.8362314866,236862.6492263634,202215.90808826522,396252.8182184805,263393.7696874693,472422.05913078575,243413.42846302773,249007.28797362954,165548.66721508384,193328.41593225018,199486.46094267291,156438.95738096273,325781.307151177,169149.0280850959,162105.22944801155,171527.89154002242,221472.69696139803,145994.8140124491,270751.5649288933,191266.16834011782,272146.518207853,248822.38889965485,200642.96670420133,134933.1452274763,176124.15271977405,124202.79662465525,119749.81701409846,118751.88359273614,103543.17468903902,203122.25231255355,,293354.9217711278,110340.60269523314,139237.79176491237,118375.73853440477,270022.61736937513,204952.2844228743,109437.43944712203,146027.13646242573,130175.76496101632,120168.78335198025,127231.70363193081
2008-05-01,248680.52843277378,402295.1981667175,209472.47216181605,281236.6100728908,346609.7805644673,144460.81917440845,130093.13034325534,330465.6062572011,234667.82039102665,314996.5368602527,235978.58658734895,201708.2518056025,394582.4812599139,257518.03445619068,473773.4220910777,241604.38182253003,247244.4293618852,164843.02956510076,193117.22458600832,198112.18258474328,156397.2952495706,322578.11807510286,168944.43093517987,161798.41751365137,171479.50262026372,220915.78753626798,145859.75025612136,268874.26036872546,190669.31298035206,269794.6280662585,248858.52237086662,199625.57176100696,134816.53977064308,175447.39709195637,124154.44438458311,119199.83702372573,118616.73791355749,103675.82927589254,201921.67184409648,,291817.37627245154,110158.58372225042,138893.61427068664,118570.70817221636,269403.55056744535,204815.51370147432,109478.58867399872,146021.33483235294,130024.70076460496,120036.23517233242,126966.47805210575
2008-06-01,246601.24329365705,392045.0281633616,205554.42960149026,280417.54365491605,343628.15614422795,144259.46277701572,128593.77854343467,328917.22165324376,230234.0957670328,312126.9597296398,235108.73898013643,200037.55378686942,392961.62632662634,251189.05686940052,474231.3602679957,239569.1987724763,245198.3150530348,164101.7941937763,193363.63627205323,196859.29386573975,156393.23431638491,318839.0941491242,168617.94072856996,161523.83891970554,171248.81925707494,220301.45919000692,145677.3777602952,266824.2518941109,189882.72234331715,267273.16583021666,248766.1476374284,198085.9095103396,134800.7040236518,174955.78380966836,123989.42649580467,118586.49581235058,118487.23763875286,103865.93568111472,200546.58399262655,,290547.2536962849,109968.92861049663,138458.54056271721,118749.64202910912,267859.7126003056,204500.72797163235,109696.9642267305,146092.6400669435,129874.01427985448,119915.28389495476,126664.92803583121
2008-07-01,244479.4721582498,381663.7329766795,201548.41733609908,279332.08853653533,340771.2860185092,144092.97933113735,127079.7935997803,327178.0336522895,225617.3334603073,309330.44485754083,234082.8388895167,198953.07662616673,390521.8366813736,244395.86462040443,471405.7035324891,237390.961437089,243073.73873452874,163216.0233536448,193636.32199794846,195502.68105444917,156393.9983170667,314522.56678090006,168037.25596416858,161024.33483018857,170859.89232675525,219555.9420487862,145362.0459118512,264720.6453551463,188960.3329601282,264351.2051230631,248742.03624569616,196690.96900090142,134748.6317308298,174477.3441153137,123784.4262307877,117938.9964615359,118294.06676522677,104096.36619587701,199134.87009579016,,289041.844780864,109897.92584685753,138002.32045302904,118823.57305132953,265904.5245105976,204252.09786534696,109799.18726305822,146191.958942461,129702.50198589277,119801.26355185099,126371.87178464951
2008-08-01,242134.43297308477,371669.53355928074,197383.44808405903,278158.06304469303,338032.2676674833,143738.1440399811,125287.78366606265,325179.4438915204,219829.27144004687,306293.7155688814,233103.96276463894,196921.05074098482,387275.3010597855,237276.4987088041,466209.13627050404,235447.57595362692,240762.82103374728,162192.82662073846,193552.4254813654,193814.24744160302,156447.9697032417,310240.44485720963,167281.4066066745,160367.12935748143,170405.40542123126,219120.497860478,144906.82198492324,262445.1859802618,187941.74300331064,261229.50312783488,248934.2573485222,195331.7691870051,134512.29481000046,173936.87045066958,123500.21603802074,117427.94082030444,117987.2767024717,104279.20442551382,197737.81533518797,,287003.6783737056,109894.67000287713,137502.81241546027,118894.87906154727,263697.400316557,204029.30111250363,109809.68670957704,146371.5596494437,129478.45926406753,119707.22848677188,126020.69541547705
2008-09-01,239710.50100827997,362436.11050646653,193147.74654271043,276845.8957242398,335231.49018682406,143224.73491580674,123542.29382433007,322675.87147304666,214007.6243153784,303189.5709825863,232281.74758338078,195193.17144091093,384388.39068562235,230095.53098242116,460106.29588588653,233623.48567786405,238759.9701985681,161103.13362334986,193376.04813540066,191888.09210472225,156472.0570264597,305895.6623438836,166483.9538910816,159648.59126375764,169922.16737953722,218675.9143284787,144369.7327793337,260083.5122146584,186994.52369955624,257952.18839117544,249028.95793179597,194310.46990718538,134224.30997245133,173252.63950035136,123222.38571397706,116932.02374946157,117581.82704338653,103761.26277638455,196235.98036694192,,284488.2983689196,109922.54931802717,137025.55442420288,118850.89008357206,261750.96257944065,203772.24017771022,109806.3407821103,146544.4959420033,129111.49505407277,119663.47759522342,125602.39489880082
